ID,Word List,Category,English,Entity_A,Entity_B,Word_A,Word_B,Raw_Distance,Normalized_Distance,Similarity_Pct,Is_Dhivehi_Pair
SW100-050,Swadesh 100,Animals,louse,Addu,Malayalam,Ukunu,Pen,4,0.8,20.0,No
SW100-050,Swadesh 100,Animals,louse,Addu,Arabic,Ukunu,Qamla,5,1.0,0.0,No
SW100-050,Swadesh 100,Animals,louse,Huvadhu,Sinhala,Ukuna,Ukuṇā,2,0.4,60.0,No
SW100-050,Swadesh 100,Animals,louse,Huvadhu,Malayalam,Ukuna,Pen,4,0.8,20.0,No
SW100-050,Swadesh 100,Animals,louse,Huvadhu,Arabic,Ukuna,Qamla,4,0.8,20.0,No
SW100-051,Swadesh 100,Persons,man,Male',Addu,Meehaa,Meehaa,0,0.0,100.0,Yes
SW100-051,Swadesh 100,Persons,man,Male',Huvadhu,Meehaa,Meehaa,0,0.0,100.0,Yes
SW100-051,Swadesh 100,Persons,man,Male',Sinhala,Meehaa,Pirimiyā,8,1.0,0.0,No
SW100-051,Swadesh 100,Persons,man,Male',Malayalam,Meehaa,Puruṣan,6,0.8571,14.29,No
SW100-051,Swadesh 100,Persons,man,Male',Arabic,Meehaa,Rajula,5,0.8333,16.67,No
SW100-051,Swadesh 100,Persons,man,Addu,Huvadhu,Meehaa,Meehaa,0,0.0,100.0,Yes
SW100-051,Swadesh 100,Persons,man,Addu,Sinhala,Meehaa,Pirimiyā,8,1.0,0.0,No
SW100-051,Swadesh 100,Persons,man,Addu,Malayalam,Meehaa,Puruṣan,6,0.8571,14.29,No
SW100-051,Swadesh 100,Persons,man,Addu,Arabic,Meehaa,Rajula,5,0.8333,16.67,No
SW100-051,Swadesh 100,Persons,man,Huvadhu,Sinhala,Meehaa,Pirimiyā,8,1.0,0.0,No
SW100-051,Swadesh 100,Persons,man,Huvadhu,Malayalam,Meehaa,Puruṣan,6,0.8571,14.29,No
SW100-051,Swadesh 100,Persons,man,Huvadhu,Arabic,Meehaa,Rajula,5,0.8333,16.67,No
SW100-052,Swadesh 100,Quantitatives,many,Male',Addu,Baivaru,Furei,7,1.0,0.0,Yes
SW100-052,Swadesh 100,Quantitatives,many,Male',Huvadhu,Baivaru,Baivare,1,0.1429,85.71,Yes
SW100-052,Swadesh 100,Quantitatives,many,Male',Sinhala,Baivaru,Gòḍak,6,0.8571,14.29,No
SW100-052,Swadesh 100,Quantitatives,many,Male',Malayalam,Baivaru,Pala,5,0.7143,28.57,No
SW100-052,Swadesh 100,Quantitatives,many,Male',Arabic,Baivaru,Katḧīra,6,0.75,25.0,No
SW100-052,Swadesh 100,Quantitatives,many,Addu,Huvadhu,Furei,Baivare,6,0.8571,14.29,Yes
SW100-052,Swadesh 100,Quantitatives,many,Addu,Sinhala,Furei,Gòḍak,5,1.0,0.0,No
SW100-052,Swadesh 100,Quantitatives,many,Addu,Malayalam,Furei,Kuṟe,3,0.6,40.0,No
SW100-052,Swadesh 100,Quantitatives,many,Addu,Arabic,Furei,Katḧīra,8,1.0,0.0,No
SW100-052,Swadesh 100,Quantitatives,many,Huvadhu,Sinhala,Baivare,Gòḍak,6,0.8571,14.29,No
SW100-052,Swadesh 100,Quantitatives,many,Huvadhu,Malayalam,Baivare,Pala,5,0.7143,28.57,No
SW100-052,Swadesh 100,Quantitatives,many,Huvadhu,Arabic,Baivare,Katḧīra,6,0.75,25.0,No
SW100-053,Swadesh 100,Body Parts & Substances,meat (flesh),Male',Addu,Mas,Mas,0,0.0,100.0,Yes
SW100-053,Swadesh 100,Body Parts & Substances,meat (flesh),Male',Huvadhu,Mas,Mahe,2,0.5,50.0,Yes
SW100-053,Swadesh 100,Body Parts & Substances,meat (flesh),Male',Sinhala,Mas,Mas,0,0.0,100.0,No
SW100-053,Swadesh 100,Body Parts & Substances,meat (flesh),Male',Malayalam,Mas,Māṃsaṃ,4,0.6667,33.33,No
SW100-053,Swadesh 100,Body Parts & Substances,meat (flesh),Male',Arabic,Mas,Laḧma,5,0.8333,16.67,No
SW100-053,Swadesh 100,Body Parts & Substances,meat (flesh),Addu,Huvadhu,Mas,Mahe,2,0.5,50.0,Yes
SW100-053,Swadesh 100,Body Parts & Substances,meat (flesh),Addu,Sinhala,Mas,Mas,0,0.0,100.0,No
SW100-053,Swadesh 100,Body Parts & Substances,meat (flesh),Addu,Malayalam,Mas,Māṃsaṃ,4,0.6667,33.33,No
SW100-053,Swadesh 100,Body Parts & Substances,meat (flesh),Addu,Arabic,Mas,Laḧma,5,0.8333,16.67,No
SW100-053,Swadesh 100,Body Parts & Substances,meat (flesh),Huvadhu,Sinhala,Mahe,Mas,2,0.5,50.0,No
SW100-053,Swadesh 100,Body Parts & Substances,meat (flesh),Huvadhu,Malayalam,Mahe,Māṃsaṃ,5,0.8333,16.67,No
SW100-053,Swadesh 100,Body Parts & Substances,meat (flesh),Huvadhu,Arabic,Mahe,Laḧma,4,0.6667,33.33,No
SW100-054,Swadesh 100,Natural Objects & Phenomena,moon,Male',Addu,Handhu,Handha,1,0.1667,83.33,Yes
SW100-054,Swadesh 100,Natural Objects & Phenomena,moon,Male',Huvadhu,Handhu,Hadha,2,0.3333,66.67,Yes
SW100-054,Swadesh 100,Natural Objects & Phenomena,moon,Male',Sinhala,Handhu,Ha,4,0.6667,33.33,No
SW100-054,Swadesh 100,Natural Objects & Phenomena,moon,Male',Arabic,Handhu,Qamara,5,0.8333,16.67,No
SW100-054,Swadesh 100,Natural Objects & Phenomena,moon,Addu,Huvadhu,Handha,Hadha,1,0.1667,83.33,Yes
SW100-054,Swadesh 100,Natural Objects & Phenomena,moon,Addu,Sinhala,Handha,Ha,4,0.6667,33.33,No
SW100-054,Swadesh 100,Natural Objects & Phenomena,moon,Addu,Arabic,Handha,Qamara,4,0.6667,33.33,No
SW100-054,Swadesh 100,Natural Objects & Phenomena,moon,Huvadhu,Sinhala,Hadha,Ha,3,0.6,40.0,No
SW100-054,Swadesh 100,Natural Objects & Phenomena,moon,Huvadhu,Arabic,Hadha,Qamara,4,0.6667,33.33,No
SW100-055,Swadesh 100,Natural Objects & Phenomena,mountain,Male',Addu,Farubadha,Farabadha,1,0.1111,88.89,Yes
SW100-055,Swadesh 100,Natural Objects & Phenomena,mountain,Male',Huvadhu,Farubadha,Farebadha,1,0.1111,88.89,Yes
SW100-055,Swadesh 100,Natural Objects & Phenomena,mountain,Male',Sinhala,Farubadha,Kanda,6,0.6667,33.33,No
SW100-055,Swadesh 100,Natural Objects & Phenomena,mountain,Male',Malayalam,Farubadha,Parvvataṃ,6,0.6667,33.33,No
SW100-055,Swadesh 100,Natural Objects & Phenomena,mountain,Male',Arabic,Farubadha,Jabala,5,0.5556,44.44,No
SW100-055,Swadesh 100,Natural Objects & Phenomena,mountain,Addu,Huvadhu,Farabadha,Farebadha,1,0.1111,88.89,Yes
SW100-055,Swadesh 100,Natural Objects & Phenomena,mountain,Addu,Sinhala,Farabadha,Kanda,6,0.6667,33.33,No
SW100-055,Swadesh 100,Natural Objects & Phenomena,mountain,Addu,Malayalam,Farabadha,Parvvataṃ,6,0.6667,33.33,No
SW100-055,Swadesh 100,Natural Objects & Phenomena,mountain,Addu,Arabic,Farabadha,Jabala,5,0.5556,44.44,No
SW100-055,Swadesh 100,Natural Objects & Phenomena,mountain,Huvadhu,Sinhala,Farebadha,Kanda,6,0.6667,33.33,No
SW100-055,Swadesh 100,Natural Objects & Phenomena,mountain,Huvadhu,Malayalam,Farebadha,Parvvataṃ,6,0.6667,33.33,No
SW100-055,Swadesh 100,Natural Objects & Phenomena,mountain,Huvadhu,Arabic,Farebadha,Jabala,5,0.5556,44.44,No
SW100-056,Swadesh 100,Body Parts & Substances,mouth,Male',Addu,Anga,Anga,0,0.0,100.0,Yes
SW100-056,Swadesh 100,Body Parts & Substances,mouth,Male',Huvadhu,Anga,Aga,1,0.25,75.0,Yes
SW100-056,Swadesh 100,Body Parts & Substances,mouth,Male',Sinhala,Anga,Kaṭa,3,0.75,25.0,No
SW100-056,Swadesh 100,Body Parts & Substances,mouth,Male',Malayalam,Anga,Vāya,3,0.75,25.0,No
SW100-056,Swadesh 100,Body Parts & Substances,mouth,Male',Arabic,Anga,Fama,3,0.75,25.0,No
SW100-056,Swadesh 100,Body Parts & Substances,mouth,Addu,Huvadhu,Anga,Aga,1,0.25,75.0,Yes
SW100-056,Swadesh 100,Body Parts & Substances,mouth,Addu,Sinhala,Anga,Kaṭa,3,0.75,25.0,No
SW100-056,Swadesh 100,Body Parts & Substances,mouth,Addu,Malayalam,Anga,Vāya,3,0.75,25.0,No
SW100-056,Swadesh 100,Body Parts & Substances,mouth,Addu,Arabic,Anga,Fama,3,0.75,25.0,No
SW100-056,Swadesh 100,Body Parts & Substances,mouth,Huvadhu,Sinhala,Aga,Kaṭa,2,0.5,50.0,No
SW100-056,Swadesh 100,Body Parts & Substances,mouth,Huvadhu,Malayalam,Aga,Vāya,3,0.75,25.0,No
SW100-056,Swadesh 100,Body Parts & Substances,mouth,Huvadhu,Arabic,Aga,Fama,2,0.5,50.0,No
SW100-057,Swadesh 100,Miscellaneous,name,Male',Huvadhu,Nan,Name,2,0.5,50.0,Yes
SW100-057,Swadesh 100,Miscellaneous,name,Male',Sinhala,Nan,Nama,2,0.5,50.0,No
SW100-057,Swadesh 100,Miscellaneous,name,Male',Malayalam,Nan,Nāmaṃ,3,0.6,40.0,No
SW100-057,Swadesh 100,Miscellaneous,name,Male',Arabic,Nan,Aisma,5,1.0,0.0,No
SW100-057,Swadesh 100,Miscellaneous,name,Huvadhu,Sinhala,Name,Nama,1,0.25,75.0,No
SW100-057,Swadesh 100,Miscellaneous,name,Huvadhu,Malayalam,Name,Nāmaṃ,3,0.6,40.0,No
SW100-057,Swadesh 100,Miscellaneous,name,Huvadhu,Arabic,Name,Aisma,4,0.8,20.0,No
SW100-058,Swadesh 100,Body Parts & Substances,neck,Male',Huvadhu,Karu,Karaa,2,0.4,60.0,Yes
SW100-058,Swadesh 100,Body Parts & Substances,neck,Male',Sinhala,Karu,Bèlla,5,1.0,0.0,No
SW100-058,Swadesh 100,Body Parts & Substances,neck,Male',Malayalam,Karu,Kal̤utt,4,0.5714,42.86,No
SW100-058,Swadesh 100,Body Parts & Substances,neck,Male',Arabic,Karu,Raqabaha,7,0.875,12.5,No
SW100-058,Swadesh 100,Body Parts & Substances,neck,Huvadhu,Sinhala,Karaa,Bèlla,4,0.8,20.0,No
SW100-058,Swadesh 100,Body Parts & Substances,neck,Huvadhu,Malayalam,Karaa,Kal̤utt,5,0.7143,28.57,No
SW100-058,Swadesh 100,Body Parts & Substances,neck,Huvadhu,Arabic,Karaa,Raqabaha,5,0.625,37.5,No
SW100-059,Swadesh 100,Descriptives,new,Male',Huvadhu,Aa,Ale,2,0.6667,33.33,Yes
SW100-059,Swadesh 100,Descriptives,new,Male',Sinhala,Au,Alut,2,0.5,50.0,No
SW100-059,Swadesh 100,Descriptives,new,Male',Malayalam,Aa,Putiya,5,0.8333,16.67,No
SW100-059,Swadesh 100,Descriptives,new,Huvadhu,Sinhala,Ale,Alut,2,0.5,50.0,No
SW100-059,Swadesh 100,Descriptives,new,Huvadhu,Malayalam,Ale,Putiya,6,1.0,0.0,No
SW100-060,Swadesh 100,Time Periods,night,Male',Huvadhu,Reygandu,Reygadaa,3,0.375,62.5,Yes
SW100-060,Swadesh 100,Time Periods,night,Male',Sinhala,Reygandu,Ra,6,0.75,25.0,No
SW100-060,Swadesh 100,Time Periods,night,Male',Malayalam,Reygandu,Rātri,7,0.875,12.5,No
SW100-060,Swadesh 100,Time Periods,night,Male',Arabic,Reygandu,Laila,7,0.875,12.5,No
SW100-060,Swadesh 100,Time Periods,night,Huvadhu,Sinhala,Reygadaa,Ra,6,0.75,25.0,No
SW100-060,Swadesh 100,Time Periods,night,Huvadhu,Malayalam,Reygadaa,Rātri,7,0.875,12.5,No
SW100-060,Swadesh 100,Time Periods,night,Huvadhu,Arabic,Reygadaa,Laila,6,0.75,25.0,No
SW100-061,Swadesh 100,Body Parts & Substances,nose,Male',Huvadhu,Neyfai,Neyfathaa,4,0.4444,55.56,Yes
SW100-061,Swadesh 100,Body Parts & Substances,nose,Male',Sinhala,Neyfai,Nahaya,5,0.8333,16.67,No
SW100-061,Swadesh 100,Body Parts & Substances,nose,Male',Malayalam,Neyfai,Mūkk,6,1.0,0.0,No
SW100-061,Swadesh 100,Body Parts & Substances,nose,Male',Arabic,Neyfai,Anfa,4,0.6667,33.33,No
SW100-061,Swadesh 100,Body Parts & Substances,nose,Huvadhu,Sinhala,Neyfathaa,Nahaya,5,0.5556,44.44,No
SW100-061,Swadesh 100,Body Parts & Substances,nose,Huvadhu,Malayalam,Neyfathaa,Mūkk,9,1.0,0.0,No
SW100-061,Swadesh 100,Body Parts & Substances,nose,Huvadhu,Arabic,Neyfathaa,Anfa,7,0.7778,22.22,No
SW100-062,Swadesh 100,Miscellaneous,not,Male',Sinhala,Noon,Naha,3,0.75,25.0,No
SW100-062,Swadesh 100,Miscellaneous,not,Male',Malayalam,Noon,Alla,4,1.0,0.0,No
SW100-063,Swadesh 100,Numerals,one,Male',Huvadhu,Ekeh,Eken,1,0.25,75.0,Yes
SW100-063,Swadesh 100,Numerals,one,Male',Sinhala,Ekeh,Èka,3,0.75,25.0,No
SW100-063,Swadesh 100,Numerals,one,Male',Malayalam,Ekeh,Ònn,4,1.0,0.0,No
SW100-063,Swadesh 100,Numerals,one,Huvadhu,Sinhala,Eken,Èka,3,0.75,25.0,No
SW100-063,Swadesh 100,Numerals,one,Huvadhu,Malayalam,Eken,Ònn,3,0.75,25.0,No
SW100-064,Swadesh 100,Persons,person (human being),Male',Huvadhu,Meehaa,Meeheke,3,0.4286,57.14,Yes
SW100-064,Swadesh 100,Persons,person (human being),Male',Sinhala,Meehaa,Minihā,5,0.8333,16.67,No
SW100-064,Swadesh 100,Persons,person (human being),Male',Arabic,Meehaa,Insāna,5,0.8333,16.67,No
SW100-064,Swadesh 100,Persons,person (human being),Huvadhu,Sinhala,Meeheke,Minihā,6,0.8571,14.29,No
SW100-064,Swadesh 100,Persons,person (human being),Huvadhu,Arabic,Meeheke,Insāna,7,1.0,0.0,No
SW100-065,Swadesh 100,Natural Objects & Phenomena,rain,Male',Sinhala,Vaarey,Vassa,4,0.6667,33.33,No
SW100-065,Swadesh 100,Natural Objects & Phenomena,rain,Male',Malayalam,Vaarey,Varṣaṃ,4,0.6667,33.33,No
SW100-065,Swadesh 100,Natural Objects & Phenomena,rain,Male',Arabic,Vaarey,Maẗaara,6,0.75,25.0,No
SW100-066,Swadesh 100,Colors,red,Male',Sinhala,Rai,Ratu,2,0.5,50.0,No
SW100-067,Swadesh 100,Miscellaneous,road (path),Male',Sinhala,Magu,Ma,2,0.5,50.0,No
SW100-067,Swadesh 100,Miscellaneous,road (path),Male',Malayalam,Magu,Val̤i,4,0.8,20.0,No
SW100-067,Swadesh 100,Miscellaneous,road (path),Male',Arabic,Magu,T̈aarīqa,7,0.875,12.5,No
SW100-068,Swadesh 100,Plants & Plant Parts,root,Male',Huvadhu,Moo,Mule,3,0.75,25.0,Yes
SW100-068,Swadesh 100,Plants & Plant Parts,root,Male',Sinhala,Moo,Mula,3,0.75,25.0,No
SW100-068,Swadesh 100,Plants & Plant Parts,root,Male',Malayalam,Moo,Ver,3,1.0,0.0,No
SW100-068,Swadesh 100,Plants & Plant Parts,root,Huvadhu,Sinhala,Mule,Mula,1,0.25,75.0,No
SW100-068,Swadesh 100,Plants & Plant Parts,root,Huvadhu,Malayalam,Mule,Ver,4,1.0,0.0,No
SW100-069,Swadesh 100,Descriptives,round,Male',Huvadhu,Vah,Vate,2,0.5,50.0,Yes
SW100-069,Swadesh 100,Descriptives,round,Male',Sinhala,Vah,Vaṭaya,4,0.6667,33.33,No
SW100-069,Swadesh 100,Descriptives,round,Male',Malayalam,Vah,Vaṭṭaṃ,4,0.6667,33.33,No
SW100-069,Swadesh 100,Descriptives,round,Male',Arabic,Vah,Mustadīra,8,0.8889,11.11,No
SW100-069,Swadesh 100,Descriptives,round,Huvadhu,Sinhala,Vate,Vaṭaya,4,0.6667,33.33,No
SW100-069,Swadesh 100,Descriptives,round,Huvadhu,Malayalam,Vate,Vaṭṭaṃ,4,0.6667,33.33,No
SW100-069,Swadesh 100,Descriptives,round,Huvadhu,Arabic,Vate,Mustadīra,8,0.8889,11.11,No
SW100-070,Swadesh 100,Natural Objects & Phenomena,sand,Male',Sinhala,Veli,Vali,1,0.25,75.0,No
SW100-070,Swadesh 100,Natural Objects & Phenomena,sand,Male',Malayalam,Veli,Maṇṇ,4,1.0,0.0,No
SW100-070,Swadesh 100,Natural Objects & Phenomena,sand,Male',Arabic,Veli,Ramla,4,0.8,20.0,No
SW100-071,Swadesh 100,Oral Activities,say,Male',Huvadhu,Bunun,Bona,3,0.6,40.0,Yes
SW100-071,Swadesh 100,Oral Activities,say,Male',Sinhala,Bunun,Kiyanavā,7,0.875,12.5,No
SW100-071,Swadesh 100,Oral Activities,say,Male',Malayalam,Bunun,Paṟayuka,7,0.875,12.5,No
SW100-071,Swadesh 100,Oral Activities,say,Male',Arabic,Bunun,Qāla,5,1.0,0.0,No
SW100-071,Swadesh 100,Oral Activities,say,Huvadhu,Sinhala,Bona,Kiyanavā,6,0.75,25.0,No
SW100-071,Swadesh 100,Oral Activities,say,Huvadhu,Malayalam,Bona,Paṟayuka,7,0.875,12.5,No
SW100-071,Swadesh 100,Oral Activities,say,Huvadhu,Arabic,Bona,Qāla,3,0.75,25.0,No
SW100-072,Swadesh 100,Body Sensations & Activities,see,Male',Sinhala,Belun,Dakinavā,7,0.875,12.5,No
SW100-072,Swadesh 100,Body Sensations & Activities,see,Male',Malayalam,Belun,Kāṇuka,5,0.8333,16.67,No
SW100-072,Swadesh 100,Body Sensations & Activities,see,Male',Arabic,Belun,Raā,5,1.0,0.0,No
SW100-073,Swadesh 100,Plants & Plant Parts,seed,Male',Huvadhu,Oh,Ote,2,0.6667,33.33,Yes
SW100-073,Swadesh 100,Plants & Plant Parts,seed,Male',Sinhala,Oh,Bīja,4,1.0,0.0,No
SW100-073,Swadesh 100,Plants & Plant Parts,seed,Male',Malayalam,Oh,Vitt,4,1.0,0.0,No
SW100-073,Swadesh 100,Plants & Plant Parts,seed,Huvadhu,Sinhala,Ote,Bīja,4,1.0,0.0,No
SW100-073,Swadesh 100,Plants & Plant Parts,seed,Huvadhu,Malayalam,Ote,Vitt,3,0.75,25.0,No
SW100-074,Swadesh 100,Position & Movement,sit,Male',Sinhala,Isheenun,Igannavā,7,0.875,12.5,No
SW100-074,Swadesh 100,Position & Movement,sit,Male',Malayalam,Isheenun,Irikkuka,7,0.875,12.5,No
SW100-074,Swadesh 100,Position & Movement,sit,Male',Arabic,Isheenun,Jalasa,8,1.0,0.0,No
SW100-075,Swadesh 100,Body Parts & Substances,skin,Male',Huvadhu,Han,Hame,2,0.5,50.0,Yes
SW100-075,Swadesh 100,Body Parts & Substances,skin,Male',Sinhala,Han,Ham,1,0.3333,66.67,No
SW100-075,Swadesh 100,Body Parts & Substances,skin,Male',Malayalam,Han,Tòli,4,1.0,0.0,No
SW100-075,Swadesh 100,Body Parts & Substances,skin,Male',Arabic,Han,Jilda,5,1.0,0.0,No
SW100-075,Swadesh 100,Body Parts & Substances,skin,Huvadhu,Sinhala,Hame,Ham,1,0.25,75.0,No
SW100-075,Swadesh 100,Body Parts & Substances,skin,Huvadhu,Malayalam,Hame,Tòli,4,1.0,0.0,No
SW100-075,Swadesh 100,Body Parts & Substances,skin,Huvadhu,Arabic,Hame,Jilda,5,1.0,0.0,No
SW100-076,Swadesh 100,Body Sensations & Activities,sleep,Male',Sinhala,Nidhun,Nidāgannavā,7,0.6364,36.36,No
SW100-076,Swadesh 100,Body Sensations & Activities,sleep,Male',Malayalam,Nidhun,Uṟaṅṅuka,7,0.875,12.5,No
SW100-076,Swadesh 100,Body Sensations & Activities,sleep,Male',Arabic,Nidhun,Nāma,5,0.8333,16.67,No
SW100-077,Swadesh 100,Size,small,Male',Huvadhu,Kuda,Kudhe,2,0.4,60.0,Yes
SW100-077,Swadesh 100,Size,small,Male',Sinhala,Kuda,Kuḍā,2,0.5,50.0,No
SW100-077,Swadesh 100,Size,small,Male',Malayalam,Kuda,Cèṟiya,5,0.8333,16.67,No
SW100-077,Swadesh 100,Size,small,Male',Arabic,Kuda,S̈aġīra,6,0.8571,14.29,No
SW100-077,Swadesh 100,Size,small,Huvadhu,Sinhala,Kudhe,Kuḍā,3,0.6,40.0,No
SW100-077,Swadesh 100,Size,small,Huvadhu,Malayalam,Kudhe,Cèṟiya,6,1.0,0.0,No
SW100-077,Swadesh 100,Size,small,Huvadhu,Arabic,Kudhe,S̈aġīra,7,1.0,0.0,No
SW100-078,Swadesh 100,Natural Objects & Phenomena,smoke,Male',Huvadhu,Dhun,Dhume,2,0.4,60.0,Yes
SW100-078,Swadesh 100,Natural Objects & Phenomena,smoke,Male',Sinhala,Dhun,Duma,3,0.75,25.0,No
SW100-078,Swadesh 100,Natural Objects & Phenomena,smoke,Male',Malayalam,Dhun,Puka,4,1.0,0.0,No
SW100-078,Swadesh 100,Natural Objects & Phenomena,smoke,Huvadhu,Sinhala,Dhume,Duma,2,0.4,60.0,No
SW100-078,Swadesh 100,Natural Objects & Phenomena,smoke,Huvadhu,Malayalam,Dhume,Puka,4,0.8,20.0,No
SW100-079,Swadesh 100,Position & Movement,stand,Male',Huvadhu,Kolhahurun,Kodanhuttun,5,0.4545,54.55,Yes
SW100-079,Swadesh 100,Position & Movement,stand,Male',Sinhala,Kolhahurun,Hiṭagannavā,10,0.9091,9.09,No
SW100-079,Swadesh 100,Position & Movement,stand,Male',Malayalam,Kolhahurun,Nilkkuka,8,0.8,20.0,No
SW100-079,Swadesh 100,Position & Movement,stand,Male',Arabic,Kolhahurun,V̈aqafa,9,0.9,10.0,No
SW100-079,Swadesh 100,Position & Movement,stand,Huvadhu,Sinhala,Kodanhuttun,Hiṭagannavā,10,0.9091,9.09,No
SW100-079,Swadesh 100,Position & Movement,stand,Huvadhu,Malayalam,Kodanhuttun,Nilkkuka,10,0.9091,9.09,No
SW100-079,Swadesh 100,Position & Movement,stand,Huvadhu,Arabic,Kodanhuttun,V̈aqafa,10,0.9091,9.09,No
SW100-080,Swadesh 100,Natural Objects & Phenomena,star,Male',Huvadhu,Thari,Tharraa,3,0.4286,57.14,Yes
SW100-080,Swadesh 100,Natural Objects & Phenomena,star,Male',Sinhala,Thari,Taru,2,0.4,60.0,No
SW100-080,Swadesh 100,Natural Objects & Phenomena,star,Male',Malayalam,Thari,Nakṣatraṃ,7,0.7778,22.22,No
SW100-080,Swadesh 100,Natural Objects & Phenomena,star,Huvadhu,Sinhala,Tharraa,Taru,4,0.5714,42.86,No
SW100-080,Swadesh 100,Natural Objects & Phenomena,star,Huvadhu,Malayalam,Tharraa,Tāraṃ,4,0.5714,42.86,No
SW100-081,Swadesh 100,Natural Objects & Phenomena,stone,Male',Huvadhu,Gaa,Gale,2,0.5,50.0,Yes
SW100-081,Swadesh 100,Natural Objects & Phenomena,stone,Male',Sinhala,Gaa,Gala,1,0.25,75.0,No
SW100-081,Swadesh 100,Natural Objects & Phenomena,stone,Male',Malayalam,Gaa,Kall,3,0.75,25.0,No
SW100-081,Swadesh 100,Natural Objects & Phenomena,stone,Male',Arabic,Gaa,Ḧajara,5,0.7143,28.57,No
SW100-081,Swadesh 100,Natural Objects & Phenomena,stone,Huvadhu,Sinhala,Gale,Gala,1,0.25,75.0,No
SW100-081,Swadesh 100,Natural Objects & Phenomena,stone,Huvadhu,Malayalam,Gale,Kall,2,0.5,50.0,No
SW100-081,Swadesh 100,Natural Objects & Phenomena,stone,Huvadhu,Arabic,Gale,Ḧajara,6,0.8571,14.29,No
SW100-082,Swadesh 100,Natural Objects & Phenomena,sun,Male',Huvadhu,Iru,Ire,1,0.3333,66.67,Yes
SW100-082,Swadesh 100,Natural Objects & Phenomena,sun,Male',Sinhala,Iru,Iru,0,0.0,100.0,No
SW100-082,Swadesh 100,Natural Objects & Phenomena,sun,Male',Arabic,Iru,Śamsa,5,1.0,0.0,No
SW100-082,Swadesh 100,Natural Objects & Phenomena,sun,Huvadhu,Sinhala,Ire,Iru,1,0.3333,66.67,No
SW100-082,Swadesh 100,Natural Objects & Phenomena,sun,Huvadhu,Arabic,Ire,Śamsa,5,1.0,0.0,No
SW100-083,Swadesh 100,Position & Movement,swim,Male',Sinhala,Fethun,Pīnanavā,8,1.0,0.0,No
SW100-083,Swadesh 100,Position & Movement,swim,Male',Malayalam,Fethun,Nīntuka,6,0.8571,14.29,No
SW100-084,Swadesh 100,Body Parts & Substances,tail,Male',Huvadhu,Nagoo,Nagilaa,4,0.5714,42.86,Yes
SW100-084,Swadesh 100,Body Parts & Substances,tail,Male',Sinhala,Nagoo,Valigaya,6,0.75,25.0,No
SW100-084,Swadesh 100,Body Parts & Substances,tail,Male',Malayalam,Nagoo,Vāl,5,1.0,0.0,No
SW100-084,Swadesh 100,Body Parts & Substances,tail,Male',Arabic,Nagoo,Dḧanaba,7,0.875,12.5,No
SW100-084,Swadesh 100,Body Parts & Substances,tail,Huvadhu,Sinhala,Nagilaa,Valigaya,4,0.5,50.0,No
SW100-084,Swadesh 100,Body Parts & Substances,tail,Huvadhu,Malayalam,Nagilaa,Vāl,6,0.8571,14.29,No
SW100-084,Swadesh 100,Body Parts & Substances,tail,Huvadhu,Arabic,Nagilaa,Dḧanaba,6,0.75,25.0,No
SW100-085,Swadesh 100,Location & Deixis,that,Male',Sinhala,E,E,0,0.0,100.0,No
SW100-085,Swadesh 100,Location & Deixis,that,Male',Malayalam,E,At,2,1.0,0.0,No
SW100-086,Swadesh 100,Location & Deixis,this,Male',Huvadhu,Mi,Mi,0,0.0,100.0,Yes
SW100-086,Swadesh 100,Location & Deixis,this,Male',Sinhala,Mi,Me,1,0.5,50.0,No
SW100-086,Swadesh 100,Location & Deixis,this,Male',Malayalam,Mi,It,2,1.0,0.0,No
SW100-086,Swadesh 100,Location & Deixis,this,Huvadhu,Sinhala,Mi,Me,1,0.5,50.0,No
SW100-086,Swadesh 100,Location & Deixis,this,Huvadhu,Malayalam,Mi,It,2,1.0,0.0,No
SW100-087,Swadesh 100,Personal Pronouns,thou,Male',Huvadhu,Thibeyfulhaa,Thoa,9,0.75,25.0,Yes
SW100-087,Swadesh 100,Personal Pronouns,thou,Male',Sinhala,Kaley,Òhe,4,0.8,20.0,No
SW100-087,Swadesh 100,Personal Pronouns,thou,Male',Malayalam,Kaley,Nī,5,1.0,0.0,No
SW100-087,Swadesh 100,Personal Pronouns,thou,Huvadhu,Sinhala,Thoa,To,2,0.5,50.0,No
SW100-087,Swadesh 100,Personal Pronouns,thou,Huvadhu,Malayalam,Tha,Nī,3,1.0,0.0,No
SW100-088,Swadesh 100,Body Parts & Substances,tongue,Male',Huvadhu,Dhoo,Dheythella,8,0.8,20.0,Yes
SW100-088,Swadesh 100,Body Parts & Substances,tongue,Male',Sinhala,Dhoo,Diva,3,0.75,25.0,No
SW100-088,Swadesh 100,Body Parts & Substances,tongue,Male',Malayalam,Dhoo,Nākk,4,1.0,0.0,No
SW100-088,Swadesh 100,Body Parts & Substances,tongue,Male',Arabic,Dhoo,Lisāna,6,1.0,0.0,No
SW100-088,Swadesh 100,Body Parts & Substances,tongue,Huvadhu,Sinhala,Dheythella,Diva,8,0.8,20.0,No
SW100-088,Swadesh 100,Body Parts & Substances,tongue,Huvadhu,Malayalam,Dheythella,Nākk,10,1.0,0.0,No
SW100-088,Swadesh 100,Body Parts & Substances,tongue,Huvadhu,Arabic,Dheythella,Lisāna,9,0.9,10.0,No
