ID,Word List,Category,English,Entity_A,Entity_B,Word_A,Word_B,Raw_Distance,Normalized_Distance,Similarity_Pct,Is_Dhivehi_Pair
SW100-026,Swadesh 100,Body Parts & Substances,fat (grease),Addu,Arabic,Sarabi,Duhna,6,1.0,0.0,No
SW100-027,Swadesh 100,Body Parts & Substances,feather,Male',Addu,Dhoonifai,Dheeni Fah,4,0.4,60.0,Yes
SW100-027,Swadesh 100,Body Parts & Substances,feather,Male',Sinhala,Dhoonifai,Pihāṭu,9,1.0,0.0,No
SW100-027,Swadesh 100,Body Parts & Substances,feather,Male',Malayalam,Dhoonifai,Tūval,8,0.8889,11.11,No
SW100-027,Swadesh 100,Body Parts & Substances,feather,Male',Arabic,Dhoonifai,Rīśaha,8,0.8889,11.11,No
SW100-027,Swadesh 100,Body Parts & Substances,feather,Addu,Sinhala,Dheeni Fah,Pihāṭu,9,0.9,10.0,No
SW100-027,Swadesh 100,Body Parts & Substances,feather,Addu,Malayalam,Dheeni Fah,Tūval,9,0.9,10.0,No
SW100-027,Swadesh 100,Body Parts & Substances,feather,Addu,Arabic,Dheeni Fah,Rīśaha,9,0.9,10.0,No
SW100-028,Swadesh 100,Natural Objects & Phenomena,fire,Male',Addu,Alifaan,Alifaan,0,0.0,100.0,Yes
SW100-028,Swadesh 100,Natural Objects & Phenomena,fire,Male',Huvadhu,Alifaan,Alifaane,1,0.125,87.5,Yes
SW100-028,Swadesh 100,Natural Objects & Phenomena,fire,Male',Sinhala,Alifaan,Gini,6,0.8571,14.29,No
SW100-028,Swadesh 100,Natural Objects & Phenomena,fire,Male',Arabic,Alifaan,Nāra,6,0.8571,14.29,No
SW100-028,Swadesh 100,Natural Objects & Phenomena,fire,Addu,Huvadhu,Alifaan,Alifaane,1,0.125,87.5,Yes
SW100-028,Swadesh 100,Natural Objects & Phenomena,fire,Addu,Sinhala,Alifaan,Gini,6,0.8571,14.29,No
SW100-028,Swadesh 100,Natural Objects & Phenomena,fire,Addu,Arabic,Alifaan,Nāra,6,0.8571,14.29,No
SW100-028,Swadesh 100,Natural Objects & Phenomena,fire,Huvadhu,Sinhala,Alifaane,Gini,6,0.75,25.0,No
SW100-028,Swadesh 100,Natural Objects & Phenomena,fire,Huvadhu,Arabic,Alifaane,Nāra,7,0.875,12.5,No
SW100-029,Swadesh 100,Animals,fish,Male',Addu,Mas,Mas,0,0.0,100.0,Yes
SW100-029,Swadesh 100,Animals,fish,Male',Huvadhu,Mas,Mahe,2,0.5,50.0,Yes
SW100-029,Swadesh 100,Animals,fish,Male',Sinhala,Mas,Māḻuvā,5,0.8333,16.67,No
SW100-029,Swadesh 100,Animals,fish,Male',Malayalam,Mas,Matsyaṃ,4,0.5714,42.86,No
SW100-029,Swadesh 100,Animals,fish,Addu,Huvadhu,Mas,Mahe,2,0.5,50.0,Yes
SW100-029,Swadesh 100,Animals,fish,Addu,Sinhala,Mas,Māḻuvā,5,0.8333,16.67,No
SW100-029,Swadesh 100,Animals,fish,Addu,Malayalam,Mas,Matsyaṃ,4,0.5714,42.86,No
SW100-029,Swadesh 100,Animals,fish,Huvadhu,Sinhala,Mahe,Māḻuvā,5,0.8333,16.67,No
SW100-029,Swadesh 100,Animals,fish,Huvadhu,Malayalam,Mahe,Matsyaṃ,5,0.7143,28.57,No
SW100-030,Swadesh 100,Position & Movement,fly,Male',Addu,Udhuhun,Udhuhun,0,0.0,100.0,Yes
SW100-030,Swadesh 100,Position & Movement,fly,Male',Sinhala,Udhuhun,Piyanavā,8,1.0,0.0,No
SW100-030,Swadesh 100,Position & Movement,fly,Male',Malayalam,Udhuhun,Paṟakkuka,8,0.8889,11.11,No
SW100-030,Swadesh 100,Position & Movement,fly,Male',Arabic,Udhuhun,T̈aāra,7,1.0,0.0,No
SW100-030,Swadesh 100,Position & Movement,fly,Addu,Sinhala,Udhuhun,Piyanavā,8,1.0,0.0,No
SW100-030,Swadesh 100,Position & Movement,fly,Addu,Malayalam,Udhuhun,Paṟakkuka,8,0.8889,11.11,No
SW100-030,Swadesh 100,Position & Movement,fly,Addu,Arabic,Udhuhun,T̈aāra,7,1.0,0.0,No
SW100-031,Swadesh 100,Body Parts & Substances,foot,Male',Addu,Faithila,Faa,5,0.625,37.5,Yes
SW100-031,Swadesh 100,Body Parts & Substances,foot,Male',Sinhala,Faithila,Kakula,5,0.625,37.5,No
SW100-031,Swadesh 100,Body Parts & Substances,foot,Male',Malayalam,Faithila,Kālaṭi,7,0.875,12.5,No
SW100-031,Swadesh 100,Body Parts & Substances,foot,Male',Arabic,Faithila,Qadama,6,0.75,25.0,No
SW100-031,Swadesh 100,Body Parts & Substances,foot,Addu,Sinhala,Faa,Paya,2,0.5,50.0,No
SW100-031,Swadesh 100,Body Parts & Substances,foot,Addu,Malayalam,Faa,Pādaṃ,4,0.8,20.0,No
SW100-031,Swadesh 100,Body Parts & Substances,foot,Addu,Arabic,Faa,Qadama,4,0.6667,33.33,No
SW100-032,Swadesh 100,Quantitatives,full,Male',Addu,Furifai,Furifei,1,0.1429,85.71,Yes
SW100-032,Swadesh 100,Quantitatives,full,Male',Sinhala,Furifai,Pura,4,0.5714,42.86,No
SW100-032,Swadesh 100,Quantitatives,full,Male',Malayalam,Furifai,Niṟañña,7,1.0,0.0,No
SW100-032,Swadesh 100,Quantitatives,full,Male',Arabic,Furifai,Mumtaliˀya,8,0.8,20.0,No
SW100-032,Swadesh 100,Quantitatives,full,Addu,Sinhala,Furifei,Pura,5,0.7143,28.57,No
SW100-032,Swadesh 100,Quantitatives,full,Addu,Malayalam,Furifei,Niṟañña,7,1.0,0.0,No
SW100-032,Swadesh 100,Quantitatives,full,Addu,Arabic,Furifei,Mumtaliˀya,8,0.8,20.0,No
SW100-033,Swadesh 100,Position & Movement,give,Male',Addu,Dhinun,Dhinun,0,0.0,100.0,Yes
SW100-033,Swadesh 100,Position & Movement,give,Male',Sinhala,Dhinun,Dènavā,5,0.8333,16.67,No
SW100-033,Swadesh 100,Position & Movement,give,Male',Malayalam,Dhinun,Nalkuka,6,0.8571,14.29,No
SW100-033,Swadesh 100,Position & Movement,give,Male',Arabic,Dhinun,Aä​ẗaā,8,1.0,0.0,No
SW100-033,Swadesh 100,Position & Movement,give,Addu,Sinhala,Dhinun,Dènavā,5,0.8333,16.67,No
SW100-033,Swadesh 100,Position & Movement,give,Addu,Malayalam,Dhinun,Nalkuka,6,0.8571,14.29,No
SW100-033,Swadesh 100,Position & Movement,give,Addu,Arabic,Dhinun,Aä​ẗaā,8,1.0,0.0,No
SW100-034,Swadesh 100,Descriptives,good,Male',Addu,Rangalhu,Rangalha,1,0.125,87.5,Yes
SW100-034,Swadesh 100,Descriptives,good,Male',Huvadhu,Rangalhu,Ragalhe,2,0.25,75.0,Yes
SW100-034,Swadesh 100,Descriptives,good,Male',Sinhala,Rangalhu,Hò,7,0.875,12.5,No
SW100-034,Swadesh 100,Descriptives,good,Male',Malayalam,Rangalhu,Nalla,5,0.625,37.5,No
SW100-034,Swadesh 100,Descriptives,good,Male',Arabic,Rangalhu,T̈aayyiba,8,0.8889,11.11,No
SW100-034,Swadesh 100,Descriptives,good,Addu,Huvadhu,Rangalha,Ragalhe,2,0.25,75.0,Yes
SW100-034,Swadesh 100,Descriptives,good,Addu,Sinhala,Heu,Hò,2,0.6667,33.33,No
SW100-034,Swadesh 100,Descriptives,good,Addu,Malayalam,Rangalha,Nalla,4,0.5,50.0,No
SW100-034,Swadesh 100,Descriptives,good,Addu,Arabic,Rangalha,T̈aayyiba,7,0.7778,22.22,No
SW100-034,Swadesh 100,Descriptives,good,Huvadhu,Sinhala,Ragalhe,Hò,6,0.8571,14.29,No
SW100-034,Swadesh 100,Descriptives,good,Huvadhu,Malayalam,Ragalhe,Nalla,5,0.7143,28.57,No
SW100-034,Swadesh 100,Descriptives,good,Huvadhu,Arabic,Ragalhe,T̈aayyiba,8,0.8889,11.11,No
SW100-035,Swadesh 100,Colors,green,Male',Addu,Fehi,Fehi,0,0.0,100.0,Yes
SW100-035,Swadesh 100,Colors,green,Male',Huvadhu,Fehi,Fehi,0,0.0,100.0,Yes
SW100-035,Swadesh 100,Colors,green,Male',Sinhala,Fehi,Kòḻa,4,1.0,0.0,No
SW100-035,Swadesh 100,Colors,green,Male',Malayalam,Fehi,Pacca,5,1.0,0.0,No
SW100-035,Swadesh 100,Colors,green,Addu,Huvadhu,Fehi,Fehi,0,0.0,100.0,Yes
SW100-035,Swadesh 100,Colors,green,Addu,Sinhala,Fehi,Kòḻa,4,1.0,0.0,No
SW100-035,Swadesh 100,Colors,green,Addu,Malayalam,Fehi,Pacca,5,1.0,0.0,No
SW100-035,Swadesh 100,Colors,green,Huvadhu,Sinhala,Fehi,Kòḻa,4,1.0,0.0,No
SW100-035,Swadesh 100,Colors,green,Huvadhu,Malayalam,Fehi,Pacca,5,1.0,0.0,No
SW100-036,Swadesh 100,Body Parts & Substances,hair,Male',Addu,Isthashi,Issashi,2,0.25,75.0,Yes
SW100-036,Swadesh 100,Body Parts & Substances,hair,Male',Huvadhu,Isthashi,Isthataa,3,0.375,62.5,Yes
SW100-036,Swadesh 100,Body Parts & Substances,hair,Male',Sinhala,Isthashi,Kès,7,0.875,12.5,No
SW100-036,Swadesh 100,Body Parts & Substances,hair,Male',Malayalam,Isthashi,Muṭi,7,0.875,12.5,No
SW100-036,Swadesh 100,Body Parts & Substances,hair,Addu,Huvadhu,Issashi,Isthataa,5,0.625,37.5,Yes
SW100-036,Swadesh 100,Body Parts & Substances,hair,Addu,Sinhala,Issashi,Kès,6,0.8571,14.29,No
SW100-036,Swadesh 100,Body Parts & Substances,hair,Addu,Malayalam,Issashi,Muṭi,6,0.8571,14.29,No
SW100-036,Swadesh 100,Body Parts & Substances,hair,Huvadhu,Sinhala,Isthataa,Kòṇḍaya,6,0.75,25.0,No
SW100-036,Swadesh 100,Body Parts & Substances,hair,Huvadhu,Malayalam,Isthataa,Kūntal,6,0.75,25.0,No
SW100-037,Swadesh 100,Body Parts & Substances,hand,Male',Addu,Ai,Ah,1,0.5,50.0,Yes
SW100-037,Swadesh 100,Body Parts & Substances,hand,Male',Huvadhu,Ai,Athaa,4,0.8,20.0,Yes
SW100-037,Swadesh 100,Body Parts & Substances,hand,Male',Sinhala,Ai,Ata,2,0.6667,33.33,No
SW100-037,Swadesh 100,Body Parts & Substances,hand,Male',Malayalam,Ai,Kai,1,0.3333,66.67,No
SW100-037,Swadesh 100,Body Parts & Substances,hand,Male',Arabic,Ai,Yada,3,0.75,25.0,No
SW100-037,Swadesh 100,Body Parts & Substances,hand,Addu,Huvadhu,Ah,Athaa,3,0.6,40.0,Yes
SW100-037,Swadesh 100,Body Parts & Substances,hand,Addu,Sinhala,Ah,Ata,2,0.6667,33.33,No
SW100-037,Swadesh 100,Body Parts & Substances,hand,Addu,Malayalam,Ah,Kai,2,0.6667,33.33,No
SW100-037,Swadesh 100,Body Parts & Substances,hand,Addu,Arabic,Ah,Yada,3,0.75,25.0,No
SW100-037,Swadesh 100,Body Parts & Substances,hand,Huvadhu,Sinhala,Athaa,Ata,2,0.4,60.0,No
SW100-037,Swadesh 100,Body Parts & Substances,hand,Huvadhu,Malayalam,Athaa,Hastaṃ,4,0.6667,33.33,No
SW100-037,Swadesh 100,Body Parts & Substances,hand,Huvadhu,Arabic,Athaa,Yada,4,0.8,20.0,No
SW100-038,Swadesh 100,Body Parts & Substances,head,Male',Addu,Boa,Boa,0,0.0,100.0,Yes
SW100-038,Swadesh 100,Body Parts & Substances,head,Male',Huvadhu,Boa,Bolaa,2,0.4,60.0,Yes
SW100-038,Swadesh 100,Body Parts & Substances,head,Male',Sinhala,Boa,Isa,2,0.6667,33.33,No
SW100-038,Swadesh 100,Body Parts & Substances,head,Male',Malayalam,Boa,Tala,3,0.75,25.0,No
SW100-038,Swadesh 100,Body Parts & Substances,head,Male',Arabic,Boa,Raˀasa,5,0.8333,16.67,No
SW100-038,Swadesh 100,Body Parts & Substances,head,Addu,Huvadhu,Boa,Bolaa,2,0.4,60.0,Yes
SW100-038,Swadesh 100,Body Parts & Substances,head,Addu,Sinhala,Boa,Isa,2,0.6667,33.33,No
SW100-038,Swadesh 100,Body Parts & Substances,head,Addu,Malayalam,Boa,Tala,3,0.75,25.0,No
SW100-038,Swadesh 100,Body Parts & Substances,head,Addu,Arabic,Boa,Raˀasa,5,0.8333,16.67,No
SW100-038,Swadesh 100,Body Parts & Substances,head,Huvadhu,Sinhala,Bolaa,Òluva,4,0.8,20.0,No
SW100-038,Swadesh 100,Body Parts & Substances,head,Huvadhu,Malayalam,Bolaa,Tala,3,0.6,40.0,No
SW100-038,Swadesh 100,Body Parts & Substances,head,Huvadhu,Arabic,Bolaa,Raˀasa,4,0.6667,33.33,No
SW100-039,Swadesh 100,Body Sensations & Activities,hear,Male',Addu,Ivun,Ivun,0,0.0,100.0,Yes
SW100-039,Swadesh 100,Body Sensations & Activities,hear,Male',Sinhala,Ivun,Hènavā,6,1.0,0.0,No
SW100-039,Swadesh 100,Body Sensations & Activities,hear,Male',Malayalam,Ivun,Kekkuka,6,0.8571,14.29,No
SW100-039,Swadesh 100,Body Sensations & Activities,hear,Male',Arabic,Ivun,Samiä,6,1.0,0.0,No
SW100-039,Swadesh 100,Body Sensations & Activities,hear,Addu,Sinhala,Ivun,Hènavā,6,1.0,0.0,No
SW100-039,Swadesh 100,Body Sensations & Activities,hear,Addu,Malayalam,Ivun,Kekkuka,6,0.8571,14.29,No
SW100-039,Swadesh 100,Body Sensations & Activities,hear,Addu,Arabic,Ivun,Samiä,6,1.0,0.0,No
SW100-040,Swadesh 100,Body Parts & Substances,heart,Male',Addu,Hih,Hih,0,0.0,100.0,Yes
SW100-040,Swadesh 100,Body Parts & Substances,heart,Male',Huvadhu,Hih,Hithaa,3,0.5,50.0,Yes
SW100-040,Swadesh 100,Body Parts & Substances,heart,Male',Sinhala,Hih,Hita,2,0.5,50.0,No
SW100-040,Swadesh 100,Body Parts & Substances,heart,Male',Malayalam,Hih,Hṛdayaṃ,6,0.8571,14.29,No
SW100-040,Swadesh 100,Body Parts & Substances,heart,Addu,Huvadhu,Hih,Hithaa,3,0.5,50.0,Yes
SW100-040,Swadesh 100,Body Parts & Substances,heart,Addu,Sinhala,Hih,Hita,2,0.5,50.0,No
SW100-040,Swadesh 100,Body Parts & Substances,heart,Addu,Malayalam,Hih,Hṛdayaṃ,6,0.8571,14.29,No
SW100-040,Swadesh 100,Body Parts & Substances,heart,Huvadhu,Sinhala,Hithaa,Hita,2,0.3333,66.67,No
SW100-040,Swadesh 100,Body Parts & Substances,heart,Huvadhu,Malayalam,Hithaa,Hṛdayaṃ,5,0.7143,28.57,No
SW100-041,Swadesh 100,Body Parts & Substances,horn,Male',Addu,Dhalhu,Dalha,2,0.3333,66.67,Yes
SW100-041,Swadesh 100,Body Parts & Substances,horn,Male',Huvadhu,Dhalhu,Dhalhe,1,0.1667,83.33,Yes
SW100-041,Swadesh 100,Body Parts & Substances,horn,Male',Sinhala,Dhalhu,A,5,0.8333,16.67,No
SW100-041,Swadesh 100,Body Parts & Substances,horn,Male',Malayalam,Dhalhu,Kòmp,6,1.0,0.0,No
SW100-041,Swadesh 100,Body Parts & Substances,horn,Male',Arabic,Dhalhu,Qarna,5,0.8333,16.67,No
SW100-041,Swadesh 100,Body Parts & Substances,horn,Addu,Huvadhu,Dalha,Dhalhe,2,0.3333,66.67,Yes
SW100-041,Swadesh 100,Body Parts & Substances,horn,Addu,Sinhala,Dalha,A,4,0.8,20.0,No
SW100-041,Swadesh 100,Body Parts & Substances,horn,Addu,Malayalam,Dalha,Kòmp,5,1.0,0.0,No
SW100-041,Swadesh 100,Body Parts & Substances,horn,Addu,Arabic,Dalha,Qarna,3,0.6,40.0,No
SW100-041,Swadesh 100,Body Parts & Substances,horn,Huvadhu,Sinhala,Dhalhe,A,5,0.8333,16.67,No
SW100-041,Swadesh 100,Body Parts & Substances,horn,Huvadhu,Malayalam,Dhalhe,Kòmp,6,1.0,0.0,No
SW100-041,Swadesh 100,Body Parts & Substances,horn,Huvadhu,Arabic,Dhalhe,Qarna,5,0.8333,16.67,No
SW100-042,Swadesh 100,Personal Pronouns,I,Male',Addu,Ma,Ma,0,0.0,100.0,Yes
SW100-042,Swadesh 100,Personal Pronouns,I,Male',Huvadhu,Aharen,Aike,4,0.6667,33.33,Yes
SW100-042,Swadesh 100,Personal Pronouns,I,Male',Sinhala,Ma,Maṃ,1,0.3333,66.67,No
SW100-042,Swadesh 100,Personal Pronouns,I,Male',Malayalam,Aharen,Ñān,5,0.8333,16.67,No
SW100-042,Swadesh 100,Personal Pronouns,I,Male',Arabic,Alhugandu,Anā,7,0.7778,22.22,No
SW100-042,Swadesh 100,Personal Pronouns,I,Addu,Huvadhu,Ava,Aike,3,0.75,25.0,Yes
SW100-042,Swadesh 100,Personal Pronouns,I,Addu,Sinhala,Ma,Maṃ,1,0.3333,66.67,No
SW100-042,Swadesh 100,Personal Pronouns,I,Addu,Malayalam,Ma,Ñān,3,1.0,0.0,No
SW100-042,Swadesh 100,Personal Pronouns,I,Addu,Arabic,Ava,Anā,2,0.6667,33.33,No
SW100-042,Swadesh 100,Personal Pronouns,I,Huvadhu,Sinhala,Aike,Mama,4,1.0,0.0,No
SW100-042,Swadesh 100,Personal Pronouns,I,Huvadhu,Malayalam,Aike,Ñān,4,1.0,0.0,No
SW100-042,Swadesh 100,Personal Pronouns,I,Huvadhu,Arabic,Aike,Anā,3,0.75,25.0,No
SW100-043,Swadesh 100,Miscellaneous,kill,Male',Addu,Merun,Merun,0,0.0,100.0,Yes
SW100-043,Swadesh 100,Miscellaneous,kill,Male',Huvadhu,Merun,Maran,2,0.4,60.0,Yes
SW100-043,Swadesh 100,Miscellaneous,kill,Male',Sinhala,Merun,Maranavā,5,0.625,37.5,No
SW100-043,Swadesh 100,Miscellaneous,kill,Male',Malayalam,Merun,Kòlluka,6,0.8571,14.29,No
SW100-043,Swadesh 100,Miscellaneous,kill,Male',Arabic,Merun,Qatala,6,1.0,0.0,No
SW100-043,Swadesh 100,Miscellaneous,kill,Addu,Huvadhu,Merun,Maran,2,0.4,60.0,Yes
SW100-043,Swadesh 100,Miscellaneous,kill,Addu,Sinhala,Merun,Maranavā,5,0.625,37.5,No
SW100-043,Swadesh 100,Miscellaneous,kill,Addu,Malayalam,Merun,Kòlluka,6,0.8571,14.29,No
SW100-043,Swadesh 100,Miscellaneous,kill,Addu,Arabic,Merun,Qatala,6,1.0,0.0,No
SW100-043,Swadesh 100,Miscellaneous,kill,Huvadhu,Sinhala,Maran,Maranavā,3,0.375,62.5,No
SW100-043,Swadesh 100,Miscellaneous,kill,Huvadhu,Malayalam,Maran,Kòlluka,7,1.0,0.0,No
SW100-043,Swadesh 100,Miscellaneous,kill,Huvadhu,Arabic,Maran,Qatala,4,0.6667,33.33,No
SW100-044,Swadesh 100,Body Parts & Substances,knee,Male',Addu,Kakoo,Kakoo,0,0.0,100.0,Yes
SW100-044,Swadesh 100,Body Parts & Substances,knee,Male',Huvadhu,Kakoo,Kakelaa,4,0.5714,42.86,Yes
SW100-044,Swadesh 100,Body Parts & Substances,knee,Male',Sinhala,Kakoo,Dana hisa,8,0.8889,11.11,No
SW100-044,Swadesh 100,Body Parts & Substances,knee,Male',Malayalam,Kakoo,Muṭṭ,5,1.0,0.0,No
SW100-044,Swadesh 100,Body Parts & Substances,knee,Male',Arabic,Kakoo,Rukbaha,6,0.8571,14.29,No
SW100-044,Swadesh 100,Body Parts & Substances,knee,Addu,Huvadhu,Kakoo,Kakelaa,4,0.5714,42.86,Yes
SW100-044,Swadesh 100,Body Parts & Substances,knee,Addu,Sinhala,Kakoo,Dana hisa,8,0.8889,11.11,No
SW100-044,Swadesh 100,Body Parts & Substances,knee,Addu,Malayalam,Kakoo,Muṭṭ,5,1.0,0.0,No
SW100-044,Swadesh 100,Body Parts & Substances,knee,Addu,Arabic,Kakoo,Rukbaha,6,0.8571,14.29,No
SW100-044,Swadesh 100,Body Parts & Substances,knee,Huvadhu,Sinhala,Kakelaa,Dana hisa,7,0.7778,22.22,No
SW100-044,Swadesh 100,Body Parts & Substances,knee,Huvadhu,Malayalam,Kakelaa,Muṭṭ,7,1.0,0.0,No
SW100-044,Swadesh 100,Body Parts & Substances,knee,Huvadhu,Arabic,Kakelaa,Rukbaha,5,0.7143,28.57,No
SW100-045,Swadesh 100,Body Sensations & Activities,know,Male',Addu,Engun,Engun,0,0.0,100.0,Yes
SW100-045,Swadesh 100,Body Sensations & Activities,know,Male',Sinhala,Engun,Dannavā,6,0.8571,14.29,No
SW100-045,Swadesh 100,Body Sensations & Activities,know,Male',Malayalam,Engun,Aṟiyuka,6,0.8571,14.29,No
SW100-045,Swadesh 100,Body Sensations & Activities,know,Male',Arabic,Engun,Ärafa,6,1.0,0.0,No
SW100-045,Swadesh 100,Body Sensations & Activities,know,Addu,Sinhala,Engun,Dannavā,6,0.8571,14.29,No
SW100-045,Swadesh 100,Body Sensations & Activities,know,Addu,Malayalam,Engun,Aṟiyuka,6,0.8571,14.29,No
SW100-045,Swadesh 100,Body Sensations & Activities,know,Addu,Arabic,Engun,Ärafa,6,1.0,0.0,No
SW100-046,Swadesh 100,Plants & Plant Parts,leaf,Male',Addu,Fai,Fah,1,0.3333,66.67,Yes
SW100-046,Swadesh 100,Plants & Plant Parts,leaf,Male',Huvadhu,Fai,Fathe,3,0.6,40.0,Yes
SW100-046,Swadesh 100,Plants & Plant Parts,leaf,Male',Sinhala,Fai,Kòḻe,4,1.0,0.0,No
SW100-046,Swadesh 100,Plants & Plant Parts,leaf,Male',Malayalam,Fai,Ila,3,1.0,0.0,No
SW100-046,Swadesh 100,Plants & Plant Parts,leaf,Male',Arabic,Fai,V̈araqaha,8,0.8889,11.11,No
SW100-046,Swadesh 100,Plants & Plant Parts,leaf,Addu,Huvadhu,Fah,Fathe,2,0.4,60.0,Yes
SW100-046,Swadesh 100,Plants & Plant Parts,leaf,Addu,Sinhala,Fah,Kòḻe,4,1.0,0.0,No
SW100-046,Swadesh 100,Plants & Plant Parts,leaf,Addu,Malayalam,Fah,Ila,3,1.0,0.0,No
SW100-046,Swadesh 100,Plants & Plant Parts,leaf,Addu,Arabic,Fah,V̈araqaha,7,0.7778,22.22,No
SW100-046,Swadesh 100,Plants & Plant Parts,leaf,Huvadhu,Sinhala,Fathe,Kòḻe,4,0.8,20.0,No
SW100-046,Swadesh 100,Plants & Plant Parts,leaf,Huvadhu,Malayalam,Fathe,Ila,5,1.0,0.0,No
SW100-046,Swadesh 100,Plants & Plant Parts,leaf,Huvadhu,Arabic,Fathe,V̈araqaha,7,0.7778,22.22,No
SW100-047,Swadesh 100,Position & Movement,lie,Male',Addu,Oshoathun,Veshiothun,4,0.4,60.0,Yes
SW100-047,Swadesh 100,Position & Movement,lie,Male',Huvadhu,Oshoathun,Vottiothun,5,0.5,50.0,Yes
SW100-047,Swadesh 100,Position & Movement,lie,Male',Sinhala,Oshoathun,Vatirènavā,10,1.0,0.0,No
SW100-047,Swadesh 100,Position & Movement,lie,Male',Malayalam,Oshoathun,Kiṭakkuka,8,0.8889,11.11,No
SW100-047,Swadesh 100,Position & Movement,lie,Male',Arabic,Oshoathun,Raqada,8,0.8889,11.11,No
SW100-047,Swadesh 100,Position & Movement,lie,Addu,Huvadhu,Veshiothun,Vottiothun,3,0.3,70.0,Yes
SW100-047,Swadesh 100,Position & Movement,lie,Addu,Sinhala,burikashi jehun,Vatirènavā,13,0.8667,13.33,No
SW100-047,Swadesh 100,Position & Movement,lie,Addu,Malayalam,burikashi jehun,Kiṭakkuka,13,0.8667,13.33,No
SW100-047,Swadesh 100,Position & Movement,lie,Addu,Arabic,burikashi jehun,Raqada,13,0.8667,13.33,No
SW100-047,Swadesh 100,Position & Movement,lie,Huvadhu,Sinhala,Vottiothun,Vatirènavā,8,0.8,20.0,No
SW100-047,Swadesh 100,Position & Movement,lie,Huvadhu,Malayalam,Vottiothun,Kiṭakkuka,10,1.0,0.0,No
SW100-047,Swadesh 100,Position & Movement,lie,Huvadhu,Arabic,Vottiothun,Raqada,10,1.0,0.0,No
SW100-048,Swadesh 100,Body Parts & Substances,liver,Male',Addu,Meygandu,Meiganda,2,0.25,75.0,Yes
SW100-048,Swadesh 100,Body Parts & Substances,liver,Male',Huvadhu,Meygandu,Meiganda,2,0.25,75.0,Yes
SW100-048,Swadesh 100,Body Parts & Substances,liver,Male',Sinhala,Meygandu,Akmāva,8,1.0,0.0,No
SW100-048,Swadesh 100,Body Parts & Substances,liver,Male',Malayalam,Meygandu,Kara,7,0.875,12.5,No
SW100-048,Swadesh 100,Body Parts & Substances,liver,Male',Arabic,Meygandu,Kabida,7,0.875,12.5,No
SW100-048,Swadesh 100,Body Parts & Substances,liver,Addu,Huvadhu,Meiganda,Meiganda,0,0.0,100.0,Yes
SW100-048,Swadesh 100,Body Parts & Substances,liver,Addu,Sinhala,Meiganda,Akmāva,7,0.875,12.5,No
SW100-048,Swadesh 100,Body Parts & Substances,liver,Addu,Malayalam,Meiganda,Kara,6,0.75,25.0,No
SW100-048,Swadesh 100,Body Parts & Substances,liver,Addu,Arabic,Meiganda,Kabida,6,0.75,25.0,No
SW100-048,Swadesh 100,Body Parts & Substances,liver,Huvadhu,Sinhala,Meiganda,Akmāva,7,0.875,12.5,No
SW100-048,Swadesh 100,Body Parts & Substances,liver,Huvadhu,Malayalam,Meiganda,Kara,6,0.75,25.0,No
SW100-048,Swadesh 100,Body Parts & Substances,liver,Huvadhu,Arabic,Meiganda,Kabida,6,0.75,25.0,No
SW100-049,Swadesh 100,Size,long,Male',Addu,Dhigu,Dhigi,1,0.2,80.0,Yes
SW100-049,Swadesh 100,Size,long,Male',Huvadhu,Dhigu,Dhige,1,0.2,80.0,Yes
SW100-049,Swadesh 100,Size,long,Male',Sinhala,Dhigu,Diga,2,0.4,60.0,No
SW100-049,Swadesh 100,Size,long,Male',Malayalam,Dhigu,Nīḻamuḻḻa,8,0.8889,11.11,No
SW100-049,Swadesh 100,Size,long,Male',Arabic,Dhigu,T̈aav̈īla,9,1.0,0.0,No
SW100-049,Swadesh 100,Size,long,Addu,Huvadhu,Dhigi,Dhige,1,0.2,80.0,Yes
SW100-049,Swadesh 100,Size,long,Addu,Sinhala,Dhigi,Diga,2,0.4,60.0,No
SW100-049,Swadesh 100,Size,long,Addu,Malayalam,Dhigi,Nīḻamuḻḻa,9,1.0,0.0,No
SW100-049,Swadesh 100,Size,long,Addu,Arabic,Dhigi,T̈aav̈īla,9,1.0,0.0,No
SW100-049,Swadesh 100,Size,long,Huvadhu,Sinhala,Dhige,Diga,2,0.4,60.0,No
SW100-049,Swadesh 100,Size,long,Huvadhu,Malayalam,Dhige,Nīḻamuḻḻa,9,1.0,0.0,No
SW100-049,Swadesh 100,Size,long,Huvadhu,Arabic,Dhige,T̈aav̈īla,9,1.0,0.0,No
SW100-050,Swadesh 100,Animals,louse,Male',Addu,Ukunu,Ukunu,0,0.0,100.0,Yes
SW100-050,Swadesh 100,Animals,louse,Male',Huvadhu,Ukunu,Ukuna,1,0.2,80.0,Yes
SW100-050,Swadesh 100,Animals,louse,Male',Sinhala,Ukunu,Ukuṇā,2,0.4,60.0,No
SW100-050,Swadesh 100,Animals,louse,Male',Malayalam,Ukunu,Pen,4,0.8,20.0,No
SW100-050,Swadesh 100,Animals,louse,Male',Arabic,Ukunu,Qamla,5,1.0,0.0,No
SW100-050,Swadesh 100,Animals,louse,Addu,Huvadhu,Ukunu,Ukuna,1,0.2,80.0,Yes
SW100-050,Swadesh 100,Animals,louse,Addu,Sinhala,Ukunu,Ukuṇā,2,0.4,60.0,No
